"LOCATION","Country","VARIABLE","Variable","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ZAF","South Africa","UNR","Unemployment rate","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,23.3698552467,,
"ZAF","South Africa","UNR","Unemployment rate","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,30.5738219601,,
"ZAF","South Africa","UNR","Unemployment rate","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,32.2368309305,,
"ZAF","South Africa","UNR","Unemployment rate","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,33.1129739577,,
"ZAF","South Africa","UNR","Unemployment rate","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,34.4753008451,,
"ZAF","South Africa","UNR","Unemployment rate","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,34.6139733102,,
"ZAF","South Africa","UNR","Unemployment rate","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,34.8744313021,,
"ZAF","South Africa","UNR","Unemployment rate","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,34.6931935287,,
"ZAF","South Africa","UNR","Unemployment rate","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,34.5273907335,,
"ZAF","South Africa","UNR","Unemployment rate","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,34.3934245356,,
"ZAF","South Africa","UNR","Unemployment rate","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,34.3233199565,,
"ZAF","South Africa","UNR","Unemployment rate","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,34.2251543169,,
"ZAF","South Africa","UNR","Unemployment rate","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,34.126841951,,
"ZAF","South Africa","UNR","Unemployment rate","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,33.9921880204,,
"ZAF","South Africa","UNR","Unemployment rate","Q","Quarterly","2023-Q4","Q4-2023","PC","Percentage","0","Units",,,33.8250969189,,
"COL","Colombia","UNR","Unemployment rate","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,10.3975903873,,
"COL","Colombia","UNR","Unemployment rate","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,10.0816046563,,
"COL","Colombia","UNR","Unemployment rate","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,10.5156188035,,
"COL","Colombia","UNR","Unemployment rate","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,10.4598820635,,
"COL","Colombia","UNR","Unemployment rate","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,11.3424972846,,
"COL","Colombia","UNR","Unemployment rate","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,20.1027253939,,
"COL","Colombia","UNR","Unemployment rate","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,17.2005631393,,
"COL","Colombia","UNR","Unemployment rate","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,14.7455831389,,
"COL","Colombia","UNR","Unemployment rate","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,14.7787649569,,
"COL","Colombia","UNR","Unemployment rate","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,15.1871317789,,
"COL","Colombia","UNR","Unemployment rate","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,12.5299499275,,
"COL","Colombia","UNR","Unemployment rate","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,12.6935998759,,
"COL","Colombia","UNR","Unemployment rate","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,12.0962041605,,
"COL","Colombia","UNR","Unemployment rate","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,11.8620973321,,
"COL","Colombia","UNR","Unemployment rate","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,11.5084744024,,
"COL","Colombia","UNR","Unemployment rate","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,11.0345011687,,
"COL","Colombia","UNR","Unemployment rate","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,10.5839397289,,
"COL","Colombia","UNR","Unemployment rate","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,10.1298142875,,
"COL","Colombia","UNR","Unemployment rate","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,9.6653236965,,
"COL","Colombia","UNR","Unemployment rate","Q","Quarterly","2023-Q4","Q4-2023","PC","Percentage","0","Units",,,9.1903731944,,
"CHL","Chile","UNR","Unemployment rate","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,7.2108812217,,
"CHL","Chile","UNR","Unemployment rate","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,6.9662376355,,
"CHL","Chile","UNR","Unemployment rate","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,7.1325296233,,
"CHL","Chile","UNR","Unemployment rate","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,7.6100356561,,
"CHL","Chile","UNR","Unemployment rate","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,8.1939912071,,
"CHL","Chile","UNR","Unemployment rate","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,11.7645879771,,
"CHL","Chile","UNR","Unemployment rate","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,12.0045080826,,
"CHL","Chile","UNR","Unemployment rate","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,11.0699673313,,
"CHL","Chile","UNR","Unemployment rate","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,10.3681766395,,
"CHL","Chile","UNR","Unemployment rate","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,9.1302484516,,
"CHL","Chile","UNR","Unemployment rate","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,8.1649893053,,
"CHL","Chile","UNR","Unemployment rate","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,7.7494852106,,
"CHL","Chile","UNR","Unemployment rate","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,7.7752389173,,
"CHL","Chile","UNR","Unemployment rate","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,8.2133736873,,
"CHL","Chile","UNR","Unemployment rate","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,8.3837409496,,
"CHL","Chile","UNR","Unemployment rate","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,8.3167781135,,
"CHL","Chile","UNR","Unemployment rate","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,8.2435048093,,
"CHL","Chile","UNR","Unemployment rate","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,8.170172945,,
"CHL","Chile","UNR","Unemployment rate","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,8.0967824739,,
"CHL","Chile","UNR","Unemployment rate","Q","Quarterly","2023-Q4","Q4-2023","PC","Percentage","0","Units",,,8.023333349,,
